0,624.2284
1,598.09033
2,633.6026
3,618.00244
4,586.9206
5,612.182
6,639.4566
7,636.7665
8,599.1749
9,586.7668
10,629.68335
11,613.06696
12,597.24066
13,590.4972
14,590.5171
15,591.2307
16,565.34106
17,580.7043
18,566.2524
19,597.7715
20,577.21014
21,569.5622
22,582.6743
23,594.99744
24,578.8499
25,561.87506
26,585.9497
27,552.6157
28,555.93085
29,470.87863
30,532.0036
31,544.2029
32,560.6321
33,522.86017
34,441.30347
35,538.90186
36,554.88416
37,540.3359
38,469.646
39,532.0936
40,411.12265
41,520.85077
42,526.38904
43,434.73798
44,523.1313
45,545.1713
46,536.4803
47,419.6119
48,410.56006
49,525.9059
50,416.71832
51,536.3752
52,429.15503
53,529.18146
54,469.8032
55,394.55508
56,534.10144
57,438.74182
58,476.4255
59,543.69867
60,429.06458
61,526.1499
62,519.9029
63,529.5431
64,388.24603
65,420.1909
66,399.62637
67,429.61063
68,415.2625
69,424.44583
70,437.12863
71,412.26855
72,408.11108
73,420.70258
74,524.83545
75,404.32654
76,396.13034
77,420.6453
78,417.49512
79,444.33832
80,439.33304
81,444.3588
82,430.9492
83,449.05804
84,523.3348
85,426.48462
86,396.36197
87,412.73944
