0,1430.1301
1,1398.7544
2,1361.9923
3,1362.3002
4,1399.2083
5,1371.6957
6,1394.848
7,1362.8763
8,1423.1688
9,1397.2764
10,1421.6511
11,1367.2443
12,1368.7152
13,1395.2539
14,1380.9888
15,1404.6172
16,1355.8699
17,1409.9464
18,1369.1556
19,1394.0667
20,1383.769
21,1374.6168
22,1383.057
23,1416.514
24,1402.3447
25,1362.9282
26,1410.0286
27,1384.4244
28,1404.1836
29,1396.3514
30,1351.0198
31,1371.4344
32,1358.1771
33,1389.8845
34,1376.1621
35,1383.6515
36,1369.9769
37,1327.0352
38,1372.3326
39,1362.7125
40,1355.3617
41,1354.4764
42,1334.3212
43,1351.5135
44,1379.6337
45,1364.7633
46,1385.5897
47,1345.0886
48,911.3439
49,1346.0717
50,1150.6465
51,1351.7649
52,1348.374
53,897.3415
54,948.6104
55,1369.365
56,1358.2634
57,885.8676
58,1327.1896
59,907.9115
60,1322.3926
61,1349.4886
62,895.38696
63,1339.2891
64,893.48596
65,1349.0345
66,1323.4694
67,1357.0552
68,1348.4302
69,1353.2549
70,924.28656
71,899.8922
72,919.09686
73,877.65137
74,1321.7065
75,1342.3202
76,916.9467
77,878.4523
78,594.57294
79,955.39294
80,943.8997
81,1333.8827
82,986.09174
83,919.994
84,877.50116
85,850.1731
86,919.1549
87,919.0534
